title,url,title_clean
Alas! an increase in budget. [Recommendations],https://www.head-fi.org/threads/alas-an-increase-in-budget-recommendations.635476/,alas increase budget recommendations
"Need some pointers, new headphones",https://www.head-fi.org/threads/need-some-pointers-new-headphones.635393/,need pointers new headphones
Help with Modding he 400 headphones,https://www.head-fi.org/threads/help-with-modding-he-400-headphones.630909/,help modding  headphones
iMac > ????? > HD 650,https://www.head-fi.org/threads/imac-hd-650.633473/,imac hd 
Like my IEMs but ready for full size cans.,https://www.head-fi.org/threads/like-my-iems-but-ready-for-full-size-cans.635291/,like iems ready full size cans
"Cambridge Dacmagic plus compared to ""real"" amps.",https://www.head-fi.org/threads/cambridge-dacmagic-plus-compared-to-real-amps.631762/,cambridge dacmagic plus compared real amps
Samson SR850 Velour Pads,https://www.head-fi.org/threads/samson-sr850-velour-pads.596078/,samson sr velour pads
Looking for advice: Gaming headphones,https://www.head-fi.org/threads/looking-for-advice-gaming-headphones.634586/,looking advice gaming headphones
SRH-940 vs T70p,https://www.head-fi.org/threads/srh-940-vs-t70p.635278/,srh vs tp
Step up from the Creative Aurvana Live!,https://www.head-fi.org/threads/step-up-from-the-creative-aurvana-live.635497/,step creative aurvana live
Got Q701's and comparison to DT 880 pro,https://www.head-fi.org/threads/got-q701s-and-comparison-to-dt-880-pro.635263/,got qs comparison dt  pro
Grado headphones for iPod,https://www.head-fi.org/threads/grado-headphones-for-ipod.635443/,grado headphones ipod
Newbies impression on Ultrasone HFI2400,https://www.head-fi.org/threads/newbies-impression-on-ultrasone-hfi2400.635492/,newbies impression ultrasone hfi
New headphones for 130-160$,https://www.head-fi.org/threads/new-headphones-for-130-160.635387/,new headphones 
Amp and Dac for ATH M-50 and DT990 Pro 250 Ohm,https://www.head-fi.org/threads/amp-and-dac-for-ath-m-50-and-dt990-pro-250-ohm.635470/,amp dac ath m dt pro  ohm
New headphones for workouts,https://www.head-fi.org/threads/new-headphones-for-workouts.601667/,new headphones workouts
"My ""newbie"" review of the TBSE1 (special edition Koss ProDJ100)",https://www.head-fi.org/threads/my-newbie-review-of-the-tbse1-special-edition-koss-prodj100.631338/,newbie review tbse special edition koss prodj
Upgrade my Koss PortaPros,https://www.head-fi.org/threads/upgrade-my-koss-portapros.635376/,upgrade koss portapros
"Need a cheap pair of Sony MDR-XB1000 for at most 160$, willing to discuss price!",https://www.head-fi.org/threads/need-a-cheap-pair-of-sony-mdr-xb1000-for-at-most-160-willing-to-discuss-price.635467/,need cheap pair sony mdrxb  willing discuss price
How to connect ath m50 + fiio e5 portable amp to Ps3 ?,https://www.head-fi.org/threads/how-to-connect-ath-m50-fiio-e5-portable-amp-to-ps3.635337/,connect ath m fiio e portable amp ps
Sony XB1000 - Missing my sub bass,https://www.head-fi.org/threads/sony-xb1000-missing-my-sub-bass.635457/,sony xb missing sub bass
How do you display your headphones?,https://www.head-fi.org/threads/how-do-you-display-your-headphones.635414/,display headphones
headphone confusion....help a newbie out!,https://www.head-fi.org/threads/headphone-confusion-help-a-newbie-out.635452/,headphone confusionhelp newbie
Creative aurvana live vs sennheiser hd 439 vs shure srh 440,https://www.head-fi.org/threads/creative-aurvana-live-vs-sennheiser-hd-439-vs-shure-srh-440.629965/,creative aurvana live vs sennheiser hd  vs shure srh 
V-Moda vs Ultrasone HFI 780 vs M-Audio Q40 ?,https://www.head-fi.org/threads/v-moda-vs-ultrasone-hfi-780-vs-m-audio-q40.632520/,vmoda vs ultrasone hfi  vs maudio q
Where i can found tons of loseless tracks to download ?,https://www.head-fi.org/threads/where-i-can-found-tons-of-loseless-tracks-to-download.635351/,found tons loseless tracks download
"On the verge of spending $500, Please talk me either out or into this",https://www.head-fi.org/threads/on-the-verge-of-spending-500-please-talk-me-either-out-or-into-this.628832/,verge spending  please talk either
Which of the following headphones complement my DT990 best?,https://www.head-fi.org/threads/which-of-the-following-headphones-complement-my-dt990-best.635155/,following headphones complement dt best
"Decide for me, HeadFi",https://www.head-fi.org/threads/decide-for-me-headfi.634443/,decide headfi
"Damn you, Head-Fi!!!",https://www.head-fi.org/threads/damn-you-head-fi.635273/,damn headfi
Looking for advice on an upgrade from D1100,https://www.head-fi.org/threads/looking-for-advice-on-an-upgrade-from-d1100.635267/,looking advice upgrade d
Fanny wang 2000s,https://www.head-fi.org/threads/fanny-wang-2000s.635009/,fanny wang s
marked for removal...,https://www.head-fi.org/threads/marked-for-removal.624783/,marked removal
Sennheiser's vs. Sony vs. Audio Technica,https://www.head-fi.org/threads/sennheisers-vs-sony-vs-audio-technica.635237/,sennheisers vs sony vs audio technica
Deciding on Headphones Under $400,https://www.head-fi.org/threads/deciding-on-headphones-under-400.635405/,deciding headphones 
I want to exhange d2000 for something else...,https://www.head-fi.org/threads/i-want-to-exhange-d2000-for-something-else.635415/,want exhange d something else
Headphones for IPod?,https://www.head-fi.org/threads/headphones-for-ipod.630577/,headphones ipod
Aspiring Audiophile PLEASE Help Me Choose The Right Portable Setup :D!!,https://www.head-fi.org/threads/aspiring-audiophile-please-help-me-choose-the-right-portable-setup-d.632633/,aspiring audiophile please help choose right portable setup
I would like to know what kinda headset's you MLG  player's use combined with the astro mixamp,https://www.head-fi.org/threads/i-would-like-to-know-what-kinda-headsets-you-mlg-players-use-combined-with-the-astro-mixamp.561710/,would like know kinda headsets mlg players use combined astro mixamp
Headphones first or DAC/AMP first?,https://www.head-fi.org/threads/headphones-first-or-dac-amp-first.635368/,headphones first dacamp first
M50s horribly uncomfortable for me,https://www.head-fi.org/threads/m50s-horribly-uncomfortable-for-me.635269/,ms horribly uncomfortable
Audio Technicia m50 limited edition or ultrasone hfi 580,https://www.head-fi.org/threads/audio-technicia-m50-limited-edition-or-ultrasone-hfi-580.635323/,audio technicia m limited edition ultrasone hfi 
Vintage STAX Lambda,https://www.head-fi.org/threads/vintage-stax-lambda.635374/,vintage stax lambda
"Need help choosing a pair of over-ear headphones, mostly for gaming(MMORPGs and FPS) and rock for 90-130$.",https://www.head-fi.org/threads/need-help-choosing-a-pair-of-over-ear-headphones-mostly-for-gaming-mmorpgs-and-fps-and-rock-for-90-130.634327/,need help choosing pair overear headphones mostly gamingmmorpgs fps rock 
ATH-A700x comfort problem,https://www.head-fi.org/threads/ath-a700x-comfort-problem.635304/,athax comfort problem
Would you rec. Grado sr325is for a treble enthusiast?,https://www.head-fi.org/threads/would-you-rec-grado-sr325is-for-a-treble-enthusiast.635091/,would rec grado sris treble enthusiast
Beyerdynamic DTX900 replacement (£100-150)?,https://www.head-fi.org/threads/beyerdynamic-dtx900-replacement-%C2%A3100-150.635356/,beyerdynamic dtx replacement 
Sennheiser hd 598 to hd 600/650,https://www.head-fi.org/threads/sennheiser-hd-598-to-hd-600-650.635334/,sennheiser hd  hd 
Dumb newbie question,https://www.head-fi.org/threads/dumb-newbie-question.635165/,dumb newbie question
Full size latex foam earpads?,https://www.head-fi.org/threads/full-size-latex-foam-earpads.191465/,full size latex foam earpads
What next? Upgrading from Panasonic HTF600-S ~ $120 for both gaming and music,https://www.head-fi.org/threads/what-next-upgrading-from-panasonic-htf600-s-120-for-both-gaming-and-music.635159/,next upgrading panasonic htfs  gaming music
Beyerdynamic dt770 pro vs custom one pro.,https://www.head-fi.org/threads/beyerdynamic-dt770-pro-vs-custom-one-pro.626505/,beyerdynamic dt pro vs custom one pro
Look for akg k267 for purchase. Does anyone know of a approved site?,https://www.head-fi.org/threads/look-for-akg-k267-for-purchase-does-anyone-know-of-a-approved-site.630172/,look akg k purchase anyone know approved site
i find the monster beats studio mini headphones,https://www.head-fi.org/threads/i-find-the-monster-beats-studio-mini-headphones.635305/,find monster beats studio mini headphones
Noise Cancelling and Wireless,https://www.head-fi.org/threads/noise-cancelling-and-wireless.635303/,noise cancelling wireless
Noise Cancelling and Wireless,https://www.head-fi.org/threads/noise-cancelling-and-wireless.635300/,noise cancelling wireless
Sennheiser HD 280 Pro's vs. Sony MDR-7506's,https://www.head-fi.org/threads/sennheiser-hd-280-pros-vs-sony-mdr-7506s.635070/,sennheiser hd  pros vs sony mdrs
Which brand sounds the clearest with moderate to high bass?,https://www.head-fi.org/threads/which-brand-sounds-the-clearest-with-moderate-to-high-bass.635294/,brand sounds clearest moderate high bass
Sony MDR-R10 Ear Cups,https://www.head-fi.org/threads/sony-mdr-r10-ear-cups.635258/,sony mdrr ear cups
Fanny Wang DJ 2001 question,https://www.head-fi.org/threads/fanny-wang-dj-2001-question.634991/,fanny wang dj  question
Left Speaker on my ATH-AD700s is not working.  Need advice...,https://www.head-fi.org/threads/left-speaker-on-my-ath-ad700s-is-not-working-need-advice.635265/,left speaker athads working need advice
Looking for all-round headphones,https://www.head-fi.org/threads/looking-for-all-round-headphones.635244/,looking allround headphones
best headphones for under ~$100-150?,https://www.head-fi.org/threads/best-headphones-for-under-100-150.634898/,best headphones 
Denon d600 vs. Akg k550,https://www.head-fi.org/threads/denon-d600-vs-akg-k550.624228/,denon d vs akg k
Shure SRH840 suitable with Studio-V DAP?,https://www.head-fi.org/threads/shure-srh840-suitable-with-studio-v-dap.635226/,shure srh suitable studiov dap
got a 200 dollar spending limit for my xmas present what should i get,https://www.head-fi.org/threads/got-a-200-dollar-spending-limit-for-my-xmas-present-what-should-i-get.635026/,got  dollar spending limit xmas present get
Receiver or headphone amp,https://www.head-fi.org/threads/receiver-or-headphone-amp.635210/,receiver headphone amp
Remove metal badge on the DT880?,https://www.head-fi.org/threads/remove-metal-badge-on-the-dt880.635074/,remove metal badge dt
Advise me on buying (authentic) ATH-EP700s,https://www.head-fi.org/threads/advise-me-on-buying-authentic-ath-ep700s.633057/,advise buying authentic atheps
Beyerdynamic DT880 PRO vs. DT880 Premium - Explain $$$ to me,https://www.head-fi.org/threads/beyerdynamic-dt880-pro-vs-dt880-premium-explain-to-me.635213/,beyerdynamic dt pro vs dt premium explain
Opinions on the Ultrasone HFI 580?,https://www.head-fi.org/threads/opinions-on-the-ultrasone-hfi-580.634490/,opinions ultrasone hfi 
good headphones below $100 with good bass and preferably a behind-the-neck kind of a style,https://www.head-fi.org/threads/good-headphones-below-100-with-good-bass-and-preferably-a-behind-the-neck-kind-of-a-style.635204/,good headphones  good bass preferably behindtheneck kind style
"HD800 in my setup, upgrade over HD600?",https://www.head-fi.org/threads/hd800-in-my-setup-upgrade-over-hd600.635174/,hd setup upgrade hd
DT990,https://www.head-fi.org/threads/dt990.606411/,dt
Anything that sounds just like the senn Momentum with better soundstage?,https://www.head-fi.org/threads/anything-that-sounds-just-like-the-senn-momentum-with-better-soundstage.635001/,anything sounds like senn momentum better soundstage
Can the brightness of the DT990 be tamed with an E17?,https://www.head-fi.org/threads/can-the-brightness-of-the-dt990-be-tamed-with-an-e17.635180/,brightness dt tamed e
Prog Rock Headphone,https://www.head-fi.org/threads/prog-rock-headphone.635179/,prog rock headphone
recommend Audiophile Headphones comfortable with glasses/ virtual surround sound,https://www.head-fi.org/threads/recommend-audiophile-headphones-comfortable-with-glasses-virtual-surround-sound.634887/,recommend audiophile headphones comfortable glasses virtual surround sound
How much for AKG K550?,https://www.head-fi.org/threads/how-much-for-akg-k550.635158/,much akg k
Anyone have any experience with Syba brand headphones?,https://www.head-fi.org/threads/anyone-have-any-experience-with-syba-brand-headphones.635156/,anyone experience syba brand headphones
Monoprice 8323 vs Klipsch Image ONE?,https://www.head-fi.org/threads/monoprice-8323-vs-klipsch-image-one.635153/,monoprice  vs klipsch image one
Beyerdynamic DT 990 Premium Maintenance,https://www.head-fi.org/threads/beyerdynamic-dt-990-premium-maintenance.635147/,beyerdynamic dt  premium maintenance
Ultrasone Signature Pro vs Beyer T70p vs Beyer T5p for rock and metal?,https://www.head-fi.org/threads/ultrasone-signature-pro-vs-beyer-t70p-vs-beyer-t5p-for-rock-and-metal.635105/,ultrasone signature pro vs beyer tp vs beyer tp rock metal
SRH-940's bass..,https://www.head-fi.org/threads/srh-940s-bass.635116/,srhs bass
Monoprice 8323 vs Superlux HD 681,https://www.head-fi.org/threads/monoprice-8323-vs-superlux-hd-681.634833/,monoprice  vs superlux hd 
Best non-grado headphone for rock/metal?,https://www.head-fi.org/threads/best-non-grado-headphone-for-rock-metal.635130/,best nongrado headphone rockmetal
Grado SR80i Concerns/Buyer's Remorse. Help Appreciated,https://www.head-fi.org/threads/grado-sr80i-concerns-buyers-remorse-help-appreciated.634242/,grado sri concernsbuyers remorse help appreciated
Asus STX a good match with the AKG Q701?,https://www.head-fi.org/threads/asus-stx-a-good-match-with-the-akg-q701.635043/,asus stx good match akg q
Spare parts for MDR V200 ?,https://www.head-fi.org/threads/spare-parts-for-mdr-v200.228869/,spare parts mdr v
"Damaged HD600's... time to switch, or fix?",https://www.head-fi.org/threads/damaged-hd600s-time-to-switch-or-fix.634948/,damaged hds time switch fix
Ultrasone HFI-780 vs. Pro 750,https://www.head-fi.org/threads/ultrasone-hfi-780-vs-pro-750.634305/,ultrasone hfi vs pro 
Hey guys!,https://www.head-fi.org/threads/hey-guys.635083/,hey guys
Please help me choose some headphones,https://www.head-fi.org/threads/please-help-me-choose-some-headphones.635055/,please help choose headphones
I need help selling a pair of headphones,https://www.head-fi.org/threads/i-need-help-selling-a-pair-of-headphones.635058/,need help selling pair headphones
M50 vs XB700 vs XB500,https://www.head-fi.org/threads/m50-vs-xb700-vs-xb500.634311/,m vs xb vs xb
pc360 mic problem,https://www.head-fi.org/threads/pc360-mic-problem.635057/,pc mic problem
Sennheiser HD518 or Sennheiser HD 558 or HFI 580,https://www.head-fi.org/threads/sennheiser-hd518-or-sennheiser-hd-558-or-hfi-580.627487/,sennheiser hd sennheiser hd  hfi 
Tumi Teams Up With Monster For New Headphones,https://www.head-fi.org/threads/tumi-teams-up-with-monster-for-new-headphones.635053/,tumi teams monster new headphones
Applying Denon’s pentagonally-shaped memory foam earpads to d5000?,https://www.head-fi.org/threads/applying-denon%E2%80%99s-pentagonally-shaped-memory-foam-earpads-to-d5000.635054/,applying denons pentagonallyshaped memory foam earpads d
Sony X headphones,https://www.head-fi.org/threads/sony-x-headphones.634964/,sony x headphones
Shure SRH440 vs Sennheiser HD 449,https://www.head-fi.org/threads/shure-srh440-vs-sennheiser-hd-449.633010/,shure srh vs sennheiser hd 
cx 300 cleaning,https://www.head-fi.org/threads/cx-300-cleaning.233424/,cx  cleaning
Over The Ear Headphones Recommendations,https://www.head-fi.org/threads/over-the-ear-headphones-recommendations.634724/,ear headphones recommendations
Best Amp/DAC Combo with HD800,https://www.head-fi.org/threads/best-amp-dac-combo-with-hd800.635015/,best ampdac combo hd
Which headphone to get,https://www.head-fi.org/threads/which-headphone-to-get.634975/,headphone get
Headphone sampling.,https://www.head-fi.org/threads/headphone-sampling.635008/,headphone sampling
Headphone with really good Bass response under 60$ ?,https://www.head-fi.org/threads/headphone-with-really-good-bass-response-under-60.633819/,headphone really good bass response 
Crossfade lp2 vs m80s ????,https://www.head-fi.org/threads/crossfade-lp2-vs-m80s.635005/,crossfade lp vs ms
Changing headphones: Sennheiser HD 429 or something else?,https://www.head-fi.org/threads/changing-headphones-sennheiser-hd-429-or-something-else.634972/,changing headphones sennheiser hd  something else
Where can I buy Sennheiser hd-650 headband pad replacement.,https://www.head-fi.org/threads/where-can-i-buy-sennheiser-hd-650-headband-pad-replacement.634203/,buy sennheiser hd headband pad replacement
Just got my DT770 Pros 80Ohm. no sound at all from Right Side?,https://www.head-fi.org/threads/just-got-my-dt770-pros-80ohm-no-sound-at-all-from-right-side.634110/,got dt pros ohm sound right side
computer/laptop amp for Denon AH-D2000,https://www.head-fi.org/threads/computer-laptop-amp-for-denon-ah-d2000.634845/,computerlaptop amp denon ahd
Sennheiser HD380 Pro Headphones:,https://www.head-fi.org/threads/sennheiser-hd380-pro-headphones.634786/,sennheiser hd pro headphones
Got MS Pros. Advice to SR-60 upgraders: skip *everything* inbetween and get these.,https://www.head-fi.org/threads/got-ms-pros-advice-to-sr-60-upgraders-skip-everything-inbetween-and-get-these.590100/,got ms pros advice sr upgraders skip everything inbetween get
Beyerdyanmic T70,https://www.head-fi.org/threads/beyerdyanmic-t70.622639/,beyerdyanmic t
Denon ah-d5000 with detachable cable connectors?,https://www.head-fi.org/threads/denon-ah-d5000-with-detachable-cable-connectors.634966/,denon ahd detachable cable connectors
"I'm a noob at headphones, but i need some solid bass heavy headphones for less then $200",https://www.head-fi.org/threads/im-a-noob-at-headphones-but-i-need-some-solid-bass-heavy-headphones-for-less-then-200.634814/,im noob headphones need solid bass heavy headphones less 
Budget Headphone + Sound Card Combo,https://www.head-fi.org/threads/budget-headphone-sound-card-combo.634961/,budget headphone sound card combo
SR60 Grado repair?,https://www.head-fi.org/threads/sr60-grado-repair.355945/,sr grado repair
Beyerdynamic Custom One Pro - What size are the hex screws?,https://www.head-fi.org/threads/beyerdynamic-custom-one-pro-what-size-are-the-hex-screws.634956/,beyerdynamic custom one pro size hex screws
"Should I get q701, HD 598 for producing and other questions",https://www.head-fi.org/threads/should-i-get-q701-hd-598-for-producing-and-other-questions.634805/,get q hd  producing questions
just spent an hour with some cans....,https://www.head-fi.org/threads/just-spent-an-hour-with-some-cans.634899/,spent hour cans
Intro to Beyerdynamic,https://www.head-fi.org/threads/intro-to-beyerdynamic.634849/,intro beyerdynamic
2012 Sennheiser 650 which amp/dac to choose from *a list*,https://www.head-fi.org/threads/2012-sennheiser-650-which-amp-dac-to-choose-from-a-list.634808/, sennheiser  ampdac choose list
"Which should I choose? Either the Sennheiser HD201, 202 II, 203 or 205 II?",https://www.head-fi.org/threads/which-should-i-choose-either-the-sennheiser-hd201-202-ii-203-or-205-ii.634941/,choose either sennheiser hd  ii   ii
Headphones for trance music and gamin' for less 200$,https://www.head-fi.org/threads/headphones-for-trance-music-and-gamin-for-less-200.634472/,headphones trance music gamin less 
Vintage KOSS ESR9,https://www.head-fi.org/threads/vintage-koss-esr9.271730/,vintage koss esr
Your top 5 please - circumaural. open sound. imaging. comfort. easy to drive. $300 tops. for jazz at home,https://www.head-fi.org/threads/your-top-5-please-circumaural-open-sound-imaging-comfort-easy-to-drive-300-tops-for-jazz-at-home.634286/,top  please circumaural open sound imaging comfort easy drive  tops jazz home
can someone buy me black Friday cans,https://www.head-fi.org/threads/can-someone-buy-me-black-friday-cans.634900/,someone buy black friday cans
"New to Head-Fi, Have a Few Questions",https://www.head-fi.org/threads/new-to-head-fi-have-a-few-questions.633561/,new headfi questions
Distortion in MDR-XB1000,https://www.head-fi.org/threads/distortion-in-mdr-xb1000.634858/,distortion mdrxb
HELP!!! Needed to buy New headphones !!,https://www.head-fi.org/threads/help-needed-to-buy-new-headphones.634465/,help needed buy new headphones
need a good headphone and a good sound card what should i get?,https://www.head-fi.org/threads/need-a-good-headphone-and-a-good-sound-card-what-should-i-get.634804/,need good headphone good sound card get
"building a home and mobile rig for less than $1,000",https://www.head-fi.org/threads/building-a-home-and-mobile-rig-for-less-than-1-000.634870/,building home mobile rig less 
First pair of headphones.,https://www.head-fi.org/threads/first-pair-of-headphones.634367/,first pair headphones
Need help getting a cable for my headphones.,https://www.head-fi.org/threads/need-help-getting-a-cable-for-my-headphones.634846/,need help getting cable headphones
Need alternatives for my HD650!,https://www.head-fi.org/threads/need-alternatives-for-my-hd650.633979/,need alternatives hd
Help with  Boom mic mod + amp + Headphone thingy,https://www.head-fi.org/threads/help-with-boom-mic-mod-amp-headphone-thingy.634860/,help boom mic mod amp headphone thingy
Is sony z1000 worth $500?,https://www.head-fi.org/threads/is-sony-z1000-worth-500.562887/,sony z worth 
"Just bought a cheap logitech transporter se, need recommend of amp and headphone...",https://www.head-fi.org/threads/just-bought-a-cheap-logitech-transporter-se-need-recommend-of-amp-and-headphone.634823/,bought cheap logitech transporter se need recommend amp headphone
Will I be able to effectively drive a 250 Ohm Beyerdynamic DT880 with a Fiio E17?,https://www.head-fi.org/threads/will-i-be-able-to-effectively-drive-a-250-ohm-beyerdynamic-dt880-with-a-fiio-e17.634835/,able effectively drive  ohm beyerdynamic dt fiio e
new  headphones,https://www.head-fi.org/threads/new-headphones.634839/,new headphones
Sony XB500 vs. 700?,https://www.head-fi.org/threads/sony-xb500-vs-700.634809/,sony xb vs 
"So many options I am so confused.  Looking for headphones with good bass and over all great sound,",https://www.head-fi.org/threads/so-many-options-i-am-so-confused-looking-for-headphones-with-good-bass-and-over-all-great-sound.624521/,many options confused looking headphones good bass great sound
D5000 as my first pair of headphones?,https://www.head-fi.org/threads/d5000-as-my-first-pair-of-headphones.634827/,d first pair headphones
"Once again, I need some advice on some headphones..",https://www.head-fi.org/threads/once-again-i-need-some-advice-on-some-headphones.634770/,need advice headphones
I bought some DT770s...,https://www.head-fi.org/threads/i-bought-some-dt770s.634269/,bought dts
Looking to get another pair of headphones. Help is needed,https://www.head-fi.org/threads/looking-to-get-another-pair-of-headphones-help-is-needed.634797/,looking get another pair headphones help needed
What to buy?,https://www.head-fi.org/threads/what-to-buy.634789/,buy
Looking for a specific wireless headphone,https://www.head-fi.org/threads/looking-for-a-specific-wireless-headphone.634795/,looking specific wireless headphone
What headphones fit my needs (somewhat of a newb),https://www.head-fi.org/threads/what-headphones-fit-my-needs-somewhat-of-a-newb.634792/,headphones fit needs somewhat newb
What Headphones buy this December?,https://www.head-fi.org/threads/what-headphones-buy-this-december.634613/,headphones buy december
Looking for headphones.,https://www.head-fi.org/threads/looking-for-headphones.634710/,looking headphones
Need help deciding,https://www.head-fi.org/threads/need-help-deciding.634688/,need help deciding
Dog bit AD 700 cord...  (Can it be fixed?),https://www.head-fi.org/threads/dog-bit-ad-700-cord-can-it-be-fixed.634702/,dog bit ad  cord fixed
Need help picking new phones (kind of urgent),https://www.head-fi.org/threads/need-help-picking-new-phones-kind-of-urgent.634661/,need help picking new phones kind urgent
Is it normal to see the exposed wires going into the jack of the Audio Technicas when the spring becomes detached?,https://www.head-fi.org/threads/is-it-normal-to-see-the-exposed-wires-going-into-the-jack-of-the-audio-technicas-when-the-spring-becomes-detached.634751/,normal see exposed wires going jack audio technicas spring becomes detached
AKG K141 MKII,https://www.head-fi.org/threads/akg-k141-mkii.634756/,akg k mkii
Need help deciding between AKG K77 and ATH-M50.,https://www.head-fi.org/threads/need-help-deciding-between-akg-k77-and-ath-m50.634759/,need help deciding akg k athm
Help choosing phones +  amp,https://www.head-fi.org/threads/help-choosing-phones-amp.634754/,help choosing phones amp
Unbalanced headphones?,https://www.head-fi.org/threads/unbalanced-headphones.634637/,unbalanced headphones
Help choosing a new headphone,https://www.head-fi.org/threads/help-choosing-a-new-headphone.634752/,help choosing new headphone
help! need a new pair of headphones for around $200,https://www.head-fi.org/threads/help-need-a-new-pair-of-headphones-for-around-200.634536/,help need new pair headphones around 
Sennheiser HD 558 vs AKG k272 + sound card,https://www.head-fi.org/threads/sennheiser-hd-558-vs-akg-k272-sound-card.634740/,sennheiser hd  vs akg k sound card
"New release mid-range circumaural showdown:  V-Moda M-100, Polk Ultrafocus 8000, Denon AH-D400 and AH-D600",https://www.head-fi.org/threads/new-release-mid-range-circumaural-showdown-v-moda-m-100-polk-ultrafocus-8000-denon-ah-d400-and-ah-d600.619174/,new release midrange circumaural showdown vmoda m polk ultrafocus  denon ahd ahd
Best AMP+DAC+CANS FOR $1000 < ?,https://www.head-fi.org/threads/best-amp-dac-cans-for-1000.634600/,best ampdaccans 
AUDIO TECHNICA WS55 (OR) AUDIO TECHNICA ATH-M50,https://www.head-fi.org/threads/audio-technica-ws55-or-audio-technica-ath-m50.634466/,audio technica ws audio technica athm
new headphones,https://www.head-fi.org/threads/new-headphones.632043/,new headphones
Need help in choosing between Panasonic RP HTF 600 and Superlux hd 681 or 668b. (moved),https://www.head-fi.org/threads/need-help-in-choosing-between-panasonic-rp-htf-600-and-superlux-hd-681-or-668b-moved.634725/,need help choosing panasonic rp htf  superlux hd  b moved
Headphone Recommendations,https://www.head-fi.org/threads/headphone-recommendations.634553/,headphone recommendations
Looking for first pair of non-IEM 'phones,https://www.head-fi.org/threads/looking-for-first-pair-of-non-iem-phones.634145/,looking first pair noniem phones
Are there any good headphones anymore?,https://www.head-fi.org/threads/are-there-any-good-headphones-anymore.634339/,good headphones anymore
Can I use v moda lp2s for gaming,https://www.head-fi.org/threads/can-i-use-v-moda-lp2s-for-gaming.634699/,use v moda lps gaming
Need help deciding what Headphones to get.,https://www.head-fi.org/threads/need-help-deciding-what-headphones-to-get.634687/,need help deciding headphones get
need advise for headphone,https://www.head-fi.org/threads/need-advise-for-headphone.634566/,need advise headphone
Bose QC 15 = Crystal clear tinnitus?,https://www.head-fi.org/threads/bose-qc-15-crystal-clear-tinnitus.634640/,bose qc  crystal clear tinnitus
Pioneer SE-205's,https://www.head-fi.org/threads/pioneer-se-205s.634681/,pioneer ses
Sony XB500s or Beats????,https://www.head-fi.org/threads/sony-xb500s-or-beats.625446/,sony xbs beats
Earpads for CAL,https://www.head-fi.org/threads/earpads-for-cal.634427/,earpads cal
"Sennheiser HD 650, Asus Xonar SXT Essential, upgrading equipment for a beginner",https://www.head-fi.org/threads/sennheiser-hd-650-asus-xonar-sxt-essential-upgrading-equipment-for-a-beginner.634651/,sennheiser hd  asus xonar sxt essential upgrading equipment beginner
"New to High-end Headphones, need advice.",https://www.head-fi.org/threads/new-to-high-end-headphones-need-advice.632263/,new highend headphones need advice
"Keep my MS2's, go for RS1i's, or PS500's?",https://www.head-fi.org/threads/keep-my-ms2s-go-for-rs1is-or-ps500s.634585/,keep mss go rsis pss
Live sound bad for headphones/audio gear.... myth?,https://www.head-fi.org/threads/live-sound-bad-for-headphones-audio-gear-myth.634525/,live sound bad headphonesaudio gear myth
Help! newb with over ears and need help with sennheiser hd 449's,https://www.head-fi.org/threads/help-newb-with-over-ears-and-need-help-with-sennheiser-hd-449s.634634/,help newb ears need help sennheiser hd s
Sony MDR-XB1000 Headphone Review,https://www.head-fi.org/threads/sony-mdr-xb1000-headphone-review.634549/,sony mdrxb headphone review
How can anyone think Beats are the best even after trying many brands of headphones?,https://www.head-fi.org/threads/how-can-anyone-think-beats-are-the-best-even-after-trying-many-brands-of-headphones.634248/,anyone think beats best even trying many brands headphones
Dear Head-Fi Help me Kill my Wallet,https://www.head-fi.org/threads/dear-head-fi-help-me-kill-my-wallet.634167/,dear headfi help kill wallet
(Gaming) Getting new headphones/equipment: Worth it for me?,https://www.head-fi.org/threads/gaming-getting-new-headphones-equipment-worth-it-for-me.634379/,gaming getting new headphonesequipment worth
sennheiser hd25 drivers to Beats solo/studio/pro body ...,https://www.head-fi.org/threads/sennheiser-hd25-drivers-to-beats-solo-studio-pro-body.634616/,sennheiser hd drivers beats solostudiopro body
Need advice from audiophiles...,https://www.head-fi.org/threads/need-advice-from-audiophiles.632836/,need advice audiophiles
help this newbie some question :),https://www.head-fi.org/threads/help-this-newbie-some-question.634615/,help newbie question
Sennheiser PX 360 BT - Any thoughts,https://www.head-fi.org/threads/sennheiser-px-360-bt-any-thoughts.597559/,sennheiser px  bt thoughts
headphone update beyer t70 or dt880,https://www.head-fi.org/threads/headphone-update-beyer-t70-or-dt880.634307/,headphone update beyer t dt
Ultrasone Pro 2900 Longer Cable,https://www.head-fi.org/threads/ultrasone-pro-2900-longer-cable.620136/,ultrasone pro  longer cable
Your first pair of real cans??,https://www.head-fi.org/threads/your-first-pair-of-real-cans.634064/,first pair real cans
Are Cans Even That Good,https://www.head-fi.org/threads/are-cans-even-that-good.634185/,cans even good
Punchy bass on XB1000???,https://www.head-fi.org/threads/punchy-bass-on-xb1000.634556/,punchy bass xb
Some questions about the QC15,https://www.head-fi.org/threads/some-questions-about-the-qc15.634100/,questions qc
HD650 - Would the amp in Xonar STX be enough? (beginner),https://www.head-fi.org/threads/hd650-would-the-amp-in-xonar-stx-be-enough-beginner.634166/,hd would amp xonar stx enough beginner
